ArtistId,ArtistName,AlbumTitle,TrackName,TotalPrice,InvoiceLineId,InvoiceId,InvoiceDate
68,Miles Davis,The Essential Miles Davis [Disc 1],Compulsion,0.99,102,19,2009-03-14 00:00:00
68,Miles Davis,The Essential Miles Davis [Disc 1],The Pan Piper,0.99,103,19,2009-03-14 00:00:00
68,Miles Davis,The Essential Miles Davis [Disc 2],Jean Pierre (Live),0.99,104,19,2009-03-14 00:00:00
69,Gene Krupa,Up An' Atom,Drum Boogie,0.99,105,19,2009-03-14 00:00:00
69,Gene Krupa,Up An' Atom,Lemon Drop,0.99,106,19,2009-03-14 00:00:00
69,Gene Krupa,Up An' Atom,Showcase,0.99,107,19,2009-03-14 00:00:00
70,Toquinho & Vin�cius,Vin�cius De Moraes - Sem Limite,Como � Duro Trabalhar,0.99,108,19,2009-03-14 00:00:00
21,Various Artists,Vozes do MPB,Pela Luz dos Olhos Teus (Mi�cha e Tom Jobim),0.99,109,19,2009-03-14 00:00:00
21,Various Artists,Vozes do MPB,As Rosas N�o Falam (Beth Carvalho),0.99,110,19,2009-03-14 00:00:00
76,Creedence Clearwater Revival,"Chronicle, Vol. 1",Green River,0.99,111,19,2009-03-14 00:00:00
76,Creedence Clearwater Revival,"Chronicle, Vol. 1",Someday Never Comes,0.99,112,20,2009-03-22 00:00:00
76,Creedence Clearwater Revival,"Chronicle, Vol. 2",Walking On The Water,0.99,113,21,2009-04-04 00:00:00
76,Creedence Clearwater Revival,"Chronicle, Vol. 2","Suzie-Q, Pt. 2",0.99,114,21,2009-04-04 00:00:00
76,Creedence Clearwater Revival,"Chronicle, Vol. 2",Good Golly Miss Molly,0.99,115,22,2009-04-04 00:00:00
76,Creedence Clearwater Revival,"Chronicle, Vol. 2",Wrote A Song For Everyone,0.99,116,22,2009-04-04 00:00:00
76,Creedence Clearwater Revival,"Chronicle, Vol. 2",Cotton Fields,0.99,117,23,2009-04-05 00:00:00
76,Creedence Clearwater Revival,"Chronicle, Vol. 2",Don't Look Now,0.99,118,23,2009-04-05 00:00:00
76,Creedence Clearwater Revival,"Chronicle, Vol. 2",Before You Accuse Me,0.99,119,23,2009-04-05 00:00:00
76,Creedence Clearwater Revival,"Chronicle, Vol. 2",Pagan Baby,0.99,120,23,2009-04-05 00:00:00
76,Creedence Clearwater Revival,"Chronicle, Vol. 2",Born To Move,0.99,121,24,2009-04-06 00:00:00
77,C�ssia Eller,C�ssia Eller - Cole��o Sem Limite [Disc 2],Brasil,0.99,122,24,2009-04-06 00:00:00
77,C�ssia Eller,C�ssia Eller - Cole��o Sem Limite [Disc 2],Coron� Antonio Bento,0.99,123,24,2009-04-06 00:00:00
77,C�ssia Eller,C�ssia Eller - Cole��o Sem Limite [Disc 2],M�sica Urbana 2,0.99,124,24,2009-04-06 00:00:00
77,C�ssia Eller,C�ssia Eller - Cole��o Sem Limite [Disc 2],Woman Of The World (Ao Vivo),0.99,125,24,2009-04-06 00:00:00
77,C�ssia Eller,C�ssia Eller - Sem Limite [Disc 1],Smells Like Teen Spirit (Ao Vivo),0.99,126,24,2009-04-06 00:00:00
77,C�ssia Eller,C�ssia Eller - Sem Limite [Disc 1],Admir�vel Gado Novo,0.99,127,25,2009-04-09 00:00:00
77,C�ssia Eller,C�ssia Eller - Sem Limite [Disc 1],Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos),0.99,128,25,2009-04-09 00:00:00
58,Deep Purple,Come Taste The Band,Drifter,0.99,129,25,2009-04-09 00:00:00
58,Deep Purple,Deep Purple In Rock,Child In Time,0.99,130,25,2009-04-09 00:00:00
58,Deep Purple,Fireball,No No No,0.99,131,25,2009-04-09 00:00:00
58,Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Knocking At Your Back Door,0.99,132,25,2009-04-09 00:00:00
58,Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,The Unwritten Law,0.99,133,25,2009-04-09 00:00:00
58,Deep Purple,Machine Head,Maybe I'm A Leo,0.99,134,25,2009-04-09 00:00:00
58,Deep Purple,Purpendicular,Vavoom : Ted The Mechanic,0.99,135,25,2009-04-09 00:00:00
58,Deep Purple,Purpendicular,Hey Cisco,0.99,136,26,2009-04-14 00:00:00
58,Deep Purple,Slaves And Masters,Fortuneteller,0.99,137,26,2009-04-14 00:00:00
58,Deep Purple,Stormbringer,High Ball Shooter,0.99,138,26,2009-04-14 00:00:00
58,Deep Purple,The Battle Rages On,A Twist In The Tail,0.99,139,26,2009-04-14 00:00:00
78,Def Leppard,Vault: Def Leppard's Greatest Hits,Animal,0.99,140,26,2009-04-14 00:00:00
78,Def Leppard,Vault: Def Leppard's Greatest Hits,Hysteria,0.99,141,26,2009-04-14 00:00:00
79,Dennis Chambers,Outbreak,"Baltimore, DC",0.99,142,26,2009-04-14 00:00:00
80,Djavan,Djavan Ao Vivo - Vol. 02,Esquinas,0.99,143,26,2009-04-14 00:00:00
80,Djavan,Djavan Ao Vivo - Vol. 1,A�ai,0.99,144,26,2009-04-14 00:00:00
80,Djavan,Djavan Ao Vivo - Vol. 1,Um Amor Puro,0.99,145,26,2009-04-14 00:00:00
41,Elis Regina,Elis Regina-Minha Hist�ria,Fascina��o,0.99,146,26,2009-04-14 00:00:00
81,Eric Clapton,The Cream Of Clapton,Sunshine Of Your Love,0.99,147,26,2009-04-14 00:00:00
81,Eric Clapton,The Cream Of Clapton,Lay Down Sally,0.99,148,26,2009-04-14 00:00:00
81,Eric Clapton,Unplugged,Tears In Heaven,0.99,149,26,2009-04-14 00:00:00
90,Iron Maiden,The Number of The Beast,Invaders,0.99,227,42,2009-07-06 00:00:00
82,Faith No More,Album Of The Year,Naked In Front Of The Computer,0.99,150,27,2009-04-22 00:00:00
82,Faith No More,Album Of The Year,Helpless,0.99,151,28,2009-05-05 00:00:00
82,Faith No More,Album Of The Year,Mouth To Mouth,0.99,152,28,2009-05-05 00:00:00
82,Faith No More,Album Of The Year,She Loves Me Not,0.99,153,29,2009-05-05 00:00:00
82,Faith No More,Album Of The Year,Paths Of Glory,0.99,154,29,2009-05-05 00:00:00
82,Faith No More,Album Of The Year,Pristina,0.99,155,30,2009-05-06 00:00:00
82,Faith No More,Angel Dust,Caffeine,0.99,156,30,2009-05-06 00:00:00
82,Faith No More,Angel Dust,RV,0.99,157,30,2009-05-06 00:00:00
82,Faith No More,Angel Dust,Everything's Ruined,0.99,158,30,2009-05-06 00:00:00
82,Faith No More,Angel Dust,A Small Victory,0.99,159,31,2009-05-07 00:00:00
82,Faith No More,Angel Dust,Easy,0.99,160,31,2009-05-07 00:00:00
82,Faith No More,King For A Day Fool For A Lifetime,The Gentle Art Of Making Enemies,0.99,161,31,2009-05-07 00:00:00
82,Faith No More,King For A Day Fool For A Lifetime,Ugly In The Morning,0.99,162,31,2009-05-07 00:00:00
82,Faith No More,King For A Day Fool For A Lifetime,What A Day,0.99,163,31,2009-05-07 00:00:00
82,Faith No More,The Real Thing,From Out Of Nowhere,0.99,164,31,2009-05-07 00:00:00
82,Faith No More,The Real Thing,Underwater Love,0.99,165,32,2009-05-10 00:00:00
83,Falamansa,Deixa Entrar,Falamansa Song,0.99,166,32,2009-05-10 00:00:00
83,Falamansa,Deixa Entrar,Avisa,0.99,167,32,2009-05-10 00:00:00
83,Falamansa,Deixa Entrar,Desaforo,0.99,168,32,2009-05-10 00:00:00
84,Foo Fighters,In Your Honor [Disc 1],The Last Song,0.99,169,32,2009-05-10 00:00:00
84,Foo Fighters,In Your Honor [Disc 2],What If I Do?,0.99,170,32,2009-05-10 00:00:00
84,Foo Fighters,In Your Honor [Disc 2],Virginia Moon,0.99,171,32,2009-05-10 00:00:00
84,Foo Fighters,One By One,Times Like These,0.99,172,32,2009-05-10 00:00:00
84,Foo Fighters,One By One,Burn Away,0.99,173,32,2009-05-10 00:00:00
84,Foo Fighters,The Colour And The Shape,See You,0.99,174,33,2009-05-15 00:00:00
85,Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],I Get A Kick Out Of You,0.99,175,33,2009-05-15 00:00:00
85,Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],Fly Me To The Moon,0.99,176,33,2009-05-15 00:00:00
85,Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],Mack The Knife,0.99,177,33,2009-05-15 00:00:00
86,Funk Como Le Gusta,Roda De Funk,Funk Hum,0.99,178,33,2009-05-15 00:00:00
86,Funk Como Le Gusta,Roda De Funk,Forty Days Instrumental,0.99,179,33,2009-05-15 00:00:00
27,Gilberto Gil,As Can��es de Eu Tu Eles,Pau-De-Arara,0.99,180,33,2009-05-15 00:00:00
27,Gilberto Gil,Quanta Gente Veio Ver (Live),Stir It Up (Live),0.99,181,33,2009-05-15 00:00:00
27,Gilberto Gil,Quanta Gente Veio Ver (Live),A Novidade (Live),0.99,182,33,2009-05-15 00:00:00
81,Eric Clapton,Unplugged,Realce,0.99,183,33,2009-05-15 00:00:00
81,Eric Clapton,Unplugged,Aquele Abra�o,0.99,184,33,2009-05-15 00:00:00
87,Godsmack,Faceless,Re-Align,0.99,185,33,2009-05-15 00:00:00
54,Green Day,American Idiot,Holiday,0.99,186,33,2009-05-15 00:00:00
54,Green Day,American Idiot,Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again,0.99,187,33,2009-05-15 00:00:00
88,Guns N' Roses,Use Your Illusion I,Right Next Door to Hell,0.99,188,34,2009-05-23 00:00:00
88,Guns N' Roses,Use Your Illusion I,Dust N' Bones,0.99,189,35,2009-06-05 00:00:00
88,Guns N' Roses,Use Your Illusion I,Live and Let Die,0.99,190,35,2009-06-05 00:00:00
88,Guns N' Roses,Use Your Illusion I,Perfect Crime,0.99,191,36,2009-06-05 00:00:00
88,Guns N' Roses,Use Your Illusion I,Bad Obsession,0.99,192,36,2009-06-05 00:00:00
88,Guns N' Roses,Use Your Illusion I,Double Talkin' Jive,0.99,193,37,2009-06-06 00:00:00
88,Guns N' Roses,Use Your Illusion I,The Garden,0.99,194,37,2009-06-06 00:00:00
88,Guns N' Roses,Use Your Illusion I,Don't Damn Me,0.99,195,37,2009-06-06 00:00:00
88,Guns N' Roses,Use Your Illusion I,Dead Horse,0.99,196,37,2009-06-06 00:00:00
88,Guns N' Roses,Use Your Illusion II,Yesterdays,0.99,197,38,2009-06-07 00:00:00
88,Guns N' Roses,Use Your Illusion II,Breakdown,0.99,198,38,2009-06-07 00:00:00
88,Guns N' Roses,Use Your Illusion II,Estranged,0.99,199,38,2009-06-07 00:00:00
89,Incognito,Blue Moods,Colibri,0.99,200,38,2009-06-07 00:00:00
89,Incognito,Blue Moods,L'Arc En Ciel De Miles,0.99,201,38,2009-06-07 00:00:00
89,Incognito,Blue Moods,Millenium,0.99,202,38,2009-06-07 00:00:00
90,Iron Maiden,A Matter of Life and Death,These Colours Don't Run,0.99,203,39,2009-06-10 00:00:00
90,Iron Maiden,A Matter of Life and Death,For the Greater Good of God,0.99,204,39,2009-06-10 00:00:00
90,Iron Maiden,A Real Dead One,Prowler,0.99,205,39,2009-06-10 00:00:00
90,Iron Maiden,A Real Dead One,Run To The Hilss,0.99,206,39,2009-06-10 00:00:00
90,Iron Maiden,A Real Live One,Can I Play With Madness,0.99,207,39,2009-06-10 00:00:00
90,Iron Maiden,A Real Live One,Heaven Can Wait,0.99,208,39,2009-06-10 00:00:00
90,Iron Maiden,Brave New World,Blood Brothers,0.99,209,39,2009-06-10 00:00:00
90,Iron Maiden,Brave New World,The Thin Line Between Love & Hate,0.99,210,39,2009-06-10 00:00:00
90,Iron Maiden,Dance Of Death,Gates Of Tomorrow,0.99,211,39,2009-06-10 00:00:00
90,Iron Maiden,Fear Of The Dark,Fear Is The Key,0.99,212,40,2009-06-15 00:00:00
90,Iron Maiden,Iron Maiden,01 - Prowler,0.99,213,40,2009-06-15 00:00:00
90,Iron Maiden,Killers,The Ides Of March,0.99,214,40,2009-06-15 00:00:00
90,Iron Maiden,Killers,Drifter,0.99,215,40,2009-06-15 00:00:00
90,Iron Maiden,Live After Death,The Number Of The Beast,0.99,216,40,2009-06-15 00:00:00
90,Iron Maiden,Live After Death,Phantom Of The Opera,0.99,217,40,2009-06-15 00:00:00
90,Iron Maiden,Live At Donington 1992 (Disc 1),Afraid To Shoot Strangers,0.99,218,40,2009-06-15 00:00:00
90,Iron Maiden,Live At Donington 1992 (Disc 2),The Trooper,0.99,219,40,2009-06-15 00:00:00
90,Iron Maiden,No Prayer For The Dying,Run Silent Run Deep,0.99,220,40,2009-06-15 00:00:00
90,Iron Maiden,Piece Of Mind,Still Life,0.99,221,40,2009-06-15 00:00:00
90,Iron Maiden,Powerslave,Back in the Village,0.99,222,40,2009-06-15 00:00:00
90,Iron Maiden,Rock In Rio [CD1],Blood Brothers,0.99,223,40,2009-06-15 00:00:00
90,Iron Maiden,Rock In Rio [CD2],The Number Of The Beast,0.99,224,40,2009-06-15 00:00:00
90,Iron Maiden,Seventh Son of a Seventh Son,The Prophecy,0.99,225,40,2009-06-15 00:00:00
90,Iron Maiden,The Number of The Beast,Hallowed Be Thy Name,0.99,226,41,2009-06-23 00:00:00
90,Iron Maiden,The Number of The Beast,Run to the Hills,0.99,228,42,2009-07-06 00:00:00
90,Iron Maiden,The Number of The Beast,The Prisoner,0.99,229,43,2009-07-06 00:00:00
90,Iron Maiden,The X Factor,Lord Of The Flies,0.99,230,43,2009-07-06 00:00:00
90,Iron Maiden,The X Factor,Fortunes Of War,0.99,231,44,2009-07-07 00:00:00
90,Iron Maiden,The X Factor,The Aftermath,0.99,232,44,2009-07-07 00:00:00
90,Iron Maiden,The X Factor,Blood On The World's Hands,0.99,233,44,2009-07-07 00:00:00
90,Iron Maiden,The X Factor,2 A.M.,0.99,234,44,2009-07-07 00:00:00
90,Iron Maiden,Virtual XI,Lightning Strikes Twice,0.99,235,45,2009-07-08 00:00:00
90,Iron Maiden,Virtual XI,Don't Look To The Eyes Of A Stranger,0.99,236,45,2009-07-08 00:00:00
91,James Brown,Sex Machine,Night Train,0.99,237,45,2009-07-08 00:00:00
91,James Brown,Sex Machine,It's A Man's Man's Man's World,0.99,238,45,2009-07-08 00:00:00
91,James Brown,Sex Machine,Hey America,0.99,239,45,2009-07-08 00:00:00
91,James Brown,Sex Machine,Get Up Offa That Thing,0.99,240,45,2009-07-08 00:00:00
92,Jamiroquai,Emergency On Planet Earth,When You Gonna Learn (Digeridoo),0.99,241,46,2009-07-11 00:00:00
92,Jamiroquai,Emergency On Planet Earth,"Whatever It Is, I Just Can't Stop",0.99,242,46,2009-07-11 00:00:00
92,Jamiroquai,Synkronized,Black Capricorn Day,0.99,243,46,2009-07-11 00:00:00
92,Jamiroquai,Synkronized,Were Do We Go From Here,0.99,244,46,2009-07-11 00:00:00
92,Jamiroquai,The Return Of The Space Cowboy,Light Years,0.99,245,46,2009-07-11 00:00:00
92,Jamiroquai,The Return Of The Space Cowboy,Morning Glory,0.99,246,46,2009-07-11 00:00:00
93,JET,Get Born,Get What You Need,0.99,247,46,2009-07-11 00:00:00
93,JET,Get Born,Take It Or Leave It,0.99,248,46,2009-07-11 00:00:00
94,Jimi Hendrix,Are You Experienced?,Can You See Me,0.99,249,46,2009-07-11 00:00:00
94,Jimi Hendrix,Are You Experienced?,Stone Free,0.99,250,47,2009-07-16 00:00:00
95,Joe Satriani,Surfing with the Alien (Remastered),Satch Boogie,0.99,251,47,2009-07-16 00:00:00
46,Jorge Ben,Jorge Ben Jor 25 Anos,Salve Simpatia,0.99,252,47,2009-07-16 00:00:00
46,Jorge Ben,Jorge Ben Jor 25 Anos,Filho Maravilha,0.99,253,47,2009-07-16 00:00:00
96,Jota Quest,Jota Quest-1995,Dance Enquanto � Tempo,0.99,254,47,2009-07-16 00:00:00
97,Jo�o Suplicy,Cafezinho,Voce Inteira,0.99,255,47,2009-07-16 00:00:00
97,Jo�o Suplicy,Cafezinho,Enquanto O Dia N�o Vem,0.99,256,47,2009-07-16 00:00:00
98,Judas Priest,Living After Midnight,Turbo Lover,0.99,257,47,2009-07-16 00:00:00
52,Kiss,Unplugged [Live],Plaster Caster,0.99,258,47,2009-07-16 00:00:00
52,Kiss,Unplugged [Live],Every Time I Look At You,0.99,259,47,2009-07-16 00:00:00
22,Led Zeppelin,BBC Sessions [Disc 2] [Live],Dazed And Confused,0.99,260,47,2009-07-16 00:00:00
22,Led Zeppelin,Coda,Walter's Walk,0.99,261,47,2009-07-16 00:00:00
22,Led Zeppelin,Houses Of The Holy,Dancing Days,0.99,262,47,2009-07-16 00:00:00
22,Led Zeppelin,In Through The Out Door,All My Love,0.99,263,47,2009-07-16 00:00:00
22,Led Zeppelin,Led Zeppelin I,Your Time Is Gonna Come,0.99,264,48,2009-07-24 00:00:00
22,Led Zeppelin,Led Zeppelin I,Black Mountain Side,0.99,265,49,2009-08-06 00:00:00
22,Led Zeppelin,Led Zeppelin I,Communication Breakdown,0.99,266,49,2009-08-06 00:00:00
22,Led Zeppelin,Led Zeppelin I,How Many More Times,0.99,267,50,2009-08-06 00:00:00
22,Led Zeppelin,Led Zeppelin II,What Is And What Should Never Be,0.99,268,50,2009-08-06 00:00:00
22,Led Zeppelin,Led Zeppelin II,Thank You,0.99,269,51,2009-08-07 00:00:00
22,Led Zeppelin,Led Zeppelin II,Living Loving Maid (She's Just A Woman),0.99,270,51,2009-08-07 00:00:00
22,Led Zeppelin,Led Zeppelin II,Moby Dick,0.99,271,51,2009-08-07 00:00:00
22,Led Zeppelin,Led Zeppelin III,Immigrant Song,0.99,272,51,2009-08-07 00:00:00
22,Led Zeppelin,Led Zeppelin III,Out On The Tiles,0.99,273,52,2009-08-08 00:00:00
